wastewater_treatment_plant.name,target,collection_date,wastewater_treatment_plant.ara_id,assay,lod,load,load_median
STEP Aire,SARS-N2,2025-04-08,NA,NA,NA,NA,39593774
STEP Aire,SARS-N2,2025-04-09,NA,NA,NA,NA,37107193
STEP Aire,SARS-N2,2025-04-10,NA,NA,NA,NA,40370428
STEP Aire,SARS-N2,2025-04-11,664301,RESPV6,6000,43768284,34285077
STEP Aire,SARS-N2,2025-04-12,664301,RESPV6,6000,31021842,37548312
STEP Aire,SARS-N2,2025-04-13,664301,RESPV6,6000,37548312,40658298
STEP Aire,SARS-N2,2025-04-14,664301,RESPV6,6000,27409272,41708040
STEP Aire,SARS-N2,2025-04-15,664301,RESPV6,6000,52671604,39628176
STEP Aire,SARS-N2,2025-04-16,664301,RESPV6,6000,105506056,41708040
STEP Aire,SARS-N2,2025-04-17,664301,RESPV6,6000,41708040,47189822
STEP Aire,SARS-N2,2025-04-18,NA,NA,NA,NA,52671604
STEP Aire,SARS-N2,2025-04-19,NA,NA,NA,NA,73607048
STEP Aire,SARS-N2,2025-04-20,NA,NA,NA,NA,41847726
STEP Aire,SARS-N2,2025-04-21,NA,NA,NA,NA,41987412
STEP Aire,SARS-N2,2025-04-22,NA,NA,NA,NA,41987412
STEP Aire,SARS-N2,2025-04-23,664301,RESPV6,6000,41987412,38346606
STEP Aire,SARS-N2,2025-04-24,NA,NA,NA,NA,39737840
STEP Aire,SARS-N2,2025-04-25,NA,NA,NA,NA,37221820
STEP Aire,SARS-N2,2025-04-26,664301,RESPV6,6000,34705800,37221820
STEP Aire,SARS-N2,2025-04-27,664301,RESPV6,6000,39737840,34705800
STEP Aire,SARS-N2,2025-04-28,664301,RESPV6,6000,30714310,37221820
STEP Aire,SARS-N2,2025-04-29,NA,NA,NA,NA,37221820
STEP Aire,SARS-N2,2025-04-30,NA,NA,NA,NA,35226075
STEP Aire,SARS-N2,2025-05-01,664301,RESPV6,6000,52881040,36512771
STEP Aire,SARS-N2,2025-05-02,NA,NA,NA,NA,36158805
STEP Aire,SARS-N2,2025-05-03,664301,RESPV6,6000,30006378,36158805
STEP Aire,SARS-N2,2025-05-04,664301,RESPV6,6000,42311232,36158805
STEP Aire,SARS-N2,2025-05-05,664301,RESPV6,6000,24348218,30006378
STEP Aire,SARS-N2,2025-05-06,NA,NA,NA,NA,36158805
STEP Aire,SARS-N2,2025-05-07,NA,NA,NA,NA,45203026
STEP Aire,SARS-N2,2025-05-08,NA,NA,NA,NA,48613992
STEP Aire,SARS-N2,2025-05-09,664301,RESPV6,6000,49133164,55197548
STEP Aire,SARS-N2,2025-05-10,664301,RESPV6,6000,48094820,55197548
STEP Aire,SARS-N2,2025-05-11,664301,RESPV6,6000,117683810,55197548
STEP Aire,SARS-N2,2025-05-12,664301,RESPV6,6000,61261932,55197548
STEP Aire,SARS-N2,2025-05-13,NA,NA,NA,NA,57034034
STEP Aire,SARS-N2,2025-05-14,NA,NA,NA,NA,64580781
STEP Aire,SARS-N2,2025-05-15,NA,NA,NA,NA,62939292
STEP Aire,SARS-N2,2025-05-16,664301,RESPV6,6000,52806136,66258141
STEP Aire,SARS-N2,2025-05-17,664301,RESPV6,6000,67899630,66258141
STEP Aire,SARS-N2,2025-05-18,664301,RESPV6,6000,64616652,67899630
STEP Aire,SARS-N2,2025-05-19,664301,RESPV6,6000,81763144,67899630
STEP Aire,SARS-N2,2025-05-20,NA,NA,NA,NA,81763144
STEP Aire,SARS-N2,2025-05-21,664301,RESPV6,6000,158017650,81763144
STEP Aire,SARS-N2,2025-05-22,NA,NA,NA,NA,81763144
STEP Aire,SARS-N2,2025-05-23,664301,RESPV6,6000,87691910,82456540
STEP Aire,SARS-N2,2025-05-24,664301,RESPV6,6000,77221170,82456540
STEP Aire,SARS-N2,2025-05-25,664301,RESPV6,6000,50598852,77221170
STEP Aire,SARS-N2,2025-05-26,NA,NA,NA,NA,72726353
STEP Aire,SARS-N2,2025-05-27,NA,NA,NA,NA,68231536
STEP Aire,SARS-N2,2025-05-28,NA,NA,NA,NA,68231536
STEP Aire,SARS-N2,2025-05-29,664301,RESPV6,6000,68231536,91384970
STEP Aire,SARS-N2,2025-05-30,NA,NA,NA,NA,79808253
STEP Aire,SARS-N2,2025-05-31,664301,RESPV6,6000,91384970,79808253
STEP Aire,SARS-N2,2025-06-01,664301,RESPV6,6000,102076370,79808253
STEP Aire,SARS-N2,2025-06-02,664301,RESPV6,6000,63270752,91384970
STEP Aire,SARS-N2,2025-06-03,NA,NA,NA,NA,95158030
STEP Aire,SARS-N2,2025-06-04,NA,NA,NA,NA,90549617
STEP Aire,SARS-N2,2025-06-05,NA,NA,NA,NA,74997440
STEP Aire,SARS-N2,2025-06-06,664301,RESPV6,6000,98931090,77354927
STEP Aire,SARS-N2,2025-06-07,664301,RESPV6,6000,82168144,82168144
STEP Aire,SARS-N2,2025-06-08,664301,RESPV6,6000,67826736,82168144
STEP Aire,SARS-N2,2025-06-09,664301,RESPV6,6000,72541710,82168144
STEP Aire,SARS-N2,2025-06-10,664301,RESPV6,6000,86971390,77354927
STEP Aire,SARS-N2,2025-06-11,NA,NA,NA,NA,70184223
STEP Aire,SARS-N2,2025-06-12,NA,NA,NA,NA,71677100
STEP Aire,SARS-N2,2025-06-13,NA,NA,NA,NA,75036320
STEP Aire,SARS-N2,2025-06-14,664301,RESPV6,6000,62064232,70812490
STEP Aire,SARS-N2,2025-06-15,664301,RESPV6,6000,70812490,66438361
STEP Aire,SARS-N2,2025-06-16,664301,RESPV6,6000,79260150,66438361
STEP Aire,SARS-N2,2025-06-17,NA,NA,NA,NA,66438361
STEP Aire,SARS-N2,2025-06-18,664301,RESPV6,6000,59976908,66823113
STEP Aire,SARS-N2,2025-06-19,NA,NA,NA,NA,61405322
STEP Aire,SARS-N2,2025-06-20,NA,NA,NA,NA,56370458
STEP Aire,SARS-N2,2025-06-21,664301,RESPV6,6000,62833736,56370458
STEP Aire,SARS-N2,2025-06-22,664301,RESPV6,6000,41157396,52764008
STEP Aire,SARS-N2,2025-06-23,664301,RESPV6,6000,52764008,52764008
STEP Aire,SARS-N2,2025-06-24,NA,NA,NA,NA,46960702
STEP Aire,SARS-N2,2025-06-25,NA,NA,NA,NA,44491750
STEP Aire,SARS-N2,2025-06-26,NA,NA,NA,NA,44369710
STEP Aire,SARS-N2,2025-06-27,664301,RESPV6,6000,40913316,38781996
STEP Aire,SARS-N2,2025-06-28,664301,RESPV6,6000,47826104,38781996
STEP Aire,SARS-N2,2025-06-29,664301,RESPV6,6000,36159756,38781996
STEP Aire,SARS-N2,2025-06-30,664301,RESPV6,6000,36650676,38781996
STEP Aire,SARS-N2,2025-07-01,NA,NA,NA,NA,36405216
STEP Aire,SARS-N2,2025-07-02,NA,NA,NA,NA,35754810
STEP Aire,SARS-N2,2025-07-03,NA,NA,NA,NA,32527200
STEP Aire,SARS-N2,2025-07-04,664301,RESPV6,6000,35349864,30119050
STEP Aire,SARS-N2,2025-07-05,664301,RESPV6,6000,19590206,29704536
STEP Aire,SARS-N2,2025-07-06,664301,RESPV6,6000,29704536,29704536
STEP Aire,SARS-N2,2025-07-07,664301,RESPV6,6000,30533564,29704536
STEP Aire,SARS-N2,2025-07-08,664301,RESPV6,6000,27839132,28771834
STEP Aire,SARS-N2,2025-07-09,NA,NA,NA,NA,30119050
STEP Aire,SARS-N2,2025-07-10,NA,NA,NA,NA,43068660
STEP Aire,SARS-N2,2025-07-11,NA,NA,NA,NA,50983788
STEP Aire,SARS-N2,2025-07-12,664301,RESPV6,6000,55603756,55603756
STEP Aire,SARS-N2,2025-07-13,664301,RESPV6,6000,65420324,55603756
STEP Aire,SARS-N2,2025-07-14,664301,RESPV6,6000,46363820,55603756
STEP Aire,SARS-N2,2025-07-15,NA,NA,NA,NA,55603756
STEP Aire,SARS-N2,2025-07-16,NA,NA,NA,NA,55892072
STEP Aire,SARS-N2,2025-07-17,NA,NA,NA,NA,46363820
STEP Aire,SARS-N2,2025-07-18,NA,NA,NA,NA,NA
STEP Aire,SARS-N2,2025-07-19,NA,NA,NA,NA,NA
STEP Aire,SARS-N2,2025-07-20,NA,NA,NA,NA,NA
STEP Aire,SARS-N2,2025-07-21,NA,NA,NA,NA,NA
STEP Aire,SARS-N2,2025-07-22,NA,NA,NA,NA,NA
STEP Aire,SARS-N2,2025-07-23,NA,NA,NA,NA,NA
STEP Aire,SARS-N2,2025-07-24,NA,NA,NA,NA,NA
STEP Aire,SARS-N2,2025-07-25,NA,NA,NA,NA,NA
STEP Aire,SARS-N2,2025-07-26,NA,NA,NA,NA,NA
STEP Aire,SARS-N2,2025-07-27,NA,NA,NA,NA,NA
STEP Aire,SARS-N2,2025-07-28,NA,NA,NA,NA,NA
STEP Aire,SARS-N2,2025-07-29,NA,NA,NA,NA,74163144
STEP Aire,SARS-N2,2025-07-30,NA,NA,NA,NA,60257326
STEP Aire,SARS-N2,2025-07-31,NA,NA,NA,NA,53574788
STEP Aire,SARS-N2,2025-08-01,664301,RESPV6,6000,74163144,61968559
STEP Aire,SARS-N2,2025-08-02,664301,RESPV6,6000,46351508,70362330
STEP Aire,SARS-N2,2025-08-03,664301,RESPV6,6000,53574788,70362330
STEP Aire,SARS-N2,2025-08-04,664301,RESPV6,6000,70362330,70362330
STEP Aire,SARS-N2,2025-08-05,664301,RESPV6,6000,80325080,61968559
STEP Aire,SARS-N2,2025-08-06,NA,NA,NA,NA,75343705
STEP Aire,SARS-N2,2025-08-07,NA,NA,NA,NA,97200255
STEP Aire,SARS-N2,2025-08-08,NA,NA,NA,NA,116292487
STEP Aire,SARS-N2,2025-08-09,664301,RESPV6,6000,118509544,118509544
STEP Aire,SARS-N2,2025-08-10,664301,RESPV6,6000,114075430,116292487
STEP Aire,SARS-N2,2025-08-11,664301,RESPV6,6000,131570456,116292487
STEP Aire,SARS-N2,2025-08-12,NA,NA,NA,NA,116292487
STEP Aire,SARS-N2,2025-08-13,664301,RESPV6,6000,85974090,100024760
STEP Aire,SARS-N2,2025-08-14,NA,NA,NA,NA,81022453
STEP Aire,SARS-N2,2025-08-15,NA,NA,NA,NA,79818373
STEP Aire,SARS-N2,2025-08-16,664301,RESPV6,6000,72408384,79818373
STEP Aire,SARS-N2,2025-08-17,664301,RESPV6,6000,76070816,76070816
STEP Aire,SARS-N2,2025-08-18,664301,RESPV6,6000,83565930,79771368
STEP Aire,SARS-N2,2025-08-19,NA,NA,NA,NA,79771368
STEP Aire,SARS-N2,2025-08-20,NA,NA,NA,NA,79771368
STEP Aire,SARS-N2,2025-08-21,664301,RESPV6,6000,83471920,83518925
STEP Aire,SARS-N2,2025-08-22,NA,NA,NA,NA,101943475
STEP Aire,SARS-N2,2025-08-23,664301,RESPV6,6000,67293870,101943475
STEP Aire,SARS-N2,2025-08-24,664301,RESPV6,6000,120415030,101943475
STEP Aire,SARS-N2,2025-08-25,664301,RESPV6,6000,124242330,120415030
STEP Aire,SARS-N2,2025-08-26,NA,NA,NA,NA,110022840
STEP Aire,SARS-N2,2025-08-27,NA,NA,NA,NA,110022840
STEP Aire,SARS-N2,2025-08-28,NA,NA,NA,NA,111936490
STEP Aire,SARS-N2,2025-08-29,664301,RESPV6,6000,99630650,98083530
STEP Aire,SARS-N2,2025-08-30,664301,RESPV6,6000,96536410,96536410
STEP Aire,SARS-N2,2025-08-31,664301,RESPV6,6000,179029630,96536410
STEP Aire,SARS-N2,2025-09-01,664301,RESPV6,6000,93861720,96536410
STEP Aire,SARS-N2,2025-09-02,664301,RESPV6,6000,93731704,95199065
STEP Aire,SARS-N2,2025-09-03,NA,NA,NA,NA,93796712
STEP Aire,SARS-N2,2025-09-04,NA,NA,NA,NA,93796712
STEP Aire,SARS-N2,2025-09-05,NA,NA,NA,NA,97042347
STEP Aire,SARS-N2,2025-09-06,664301,RESPV6,6000,72842590,102331915
STEP Aire,SARS-N2,2025-09-07,664301,RESPV6,6000,100352990,104310840
STEP Aire,SARS-N2,2025-09-08,664301,RESPV6,6000,104310840,104310840
STEP Aire,SARS-N2,2025-09-09,664301,RESPV6,6000,106034944,104310840
STEP Aire,SARS-N2,2025-09-10,664301,RESPV6,6000,174430580,105172892
STEP Aire,SARS-N2,2025-09-11,NA,NA,NA,NA,106034944
STEP Aire,SARS-N2,2025-09-12,NA,NA,NA,NA,106034944
STEP Aire,SARS-N2,2025-09-13,NA,NA,NA,NA,124371962
STEP Aire,SARS-N2,2025-09-14,NA,NA,NA,NA,74313344
STEP Aire,SARS-N2,2025-09-15,664301,RESPV6,6000,74313344,74313344
STEP Aire,SARS-N2,2025-09-16,NA,NA,NA,NA,110796927
STEP Aire,SARS-N2,2025-09-17,NA,NA,NA,NA,110796927
STEP Aire,SARS-N2,2025-09-18,NA,NA,NA,NA,110796927
STEP Aire,SARS-N2,2025-09-19,664301,RESPV6,6000,147280510,147280510
STEP Aire,SARS-N2,2025-09-20,NA,NA,NA,NA,147280510
STEP Aire,SARS-N2,2025-09-21,NA,NA,NA,NA,147280510
STEP Aire,SARS-N2,2025-09-22,NA,NA,NA,NA,147280510
STEP Aire,SARS-N2,2025-09-23,NA,NA,NA,NA,117453470
STEP Aire,SARS-N2,2025-09-24,NA,NA,NA,NA,123013143
STEP Aire,SARS-N2,2025-09-25,NA,NA,NA,NA,117453470
STEP Aire,SARS-N2,2025-09-26,664301,RESPV6,6000,117453470,123013143
STEP Aire,SARS-N2,2025-09-27,664301,RESPV6,6000,128572816,128572816
STEP Aire,SARS-N2,2025-09-28,664301,RESPV6,6000,111018830,128572816
STEP Aire,SARS-N2,2025-09-29,664301,RESPV6,6000,130453280,128572816
STEP Aire,SARS-N2,2025-09-30,664301,RESPV6,6000,148361330,129513048
STEP Aire,SARS-N2,2025-10-01,NA,NA,NA,NA,120736055
STEP Aire,SARS-N2,2025-10-02,NA,NA,NA,NA,121411768
STEP Aire,SARS-N2,2025-10-03,NA,NA,NA,NA,107819360
STEP Aire,SARS-N2,2025-10-04,664301,RESPV6,6000,87718520,103268464
STEP Aire,SARS-N2,2025-10-05,664301,RESPV6,6000,112370256,107819360
STEP Aire,SARS-N2,2025-10-06,664301,RESPV6,6000,103268464,107819360
STEP Aire,SARS-N2,2025-10-07,NA,NA,NA,NA,107819360
STEP Aire,SARS-N2,2025-10-08,664301,RESPV6,6000,139464060,107819360
STEP Aire,SARS-N2,2025-10-09,NA,NA,NA,NA,97920240
STEP Aire,SARS-N2,2025-10-10,NA,NA,NA,NA,86375916
STEP Aire,SARS-N2,2025-10-11,664301,RESPV6,6000,92572016,86375916
STEP Aire,SARS-N2,2025-10-12,664301,RESPV6,6000,78247770,80179816
STEP Aire,SARS-N2,2025-10-13,664301,RESPV6,6000,80179816,79213793
STEP Aire,SARS-N2,2025-10-14,NA,NA,NA,NA,79213793
STEP Aire,SARS-N2,2025-10-15,NA,NA,NA,NA,79213793
STEP Aire,SARS-N2,2025-10-16,664301,RESPV6,6000,76029784,80584523
STEP Aire,SARS-N2,2025-10-17,NA,NA,NA,NA,85153310
STEP Aire,SARS-N2,2025-10-18,664301,RESPV6,6000,89317390,85153310
STEP Aire,SARS-N2,2025-10-19,664301,RESPV6,6000,80989230,85153310
STEP Aire,SARS-N2,2025-10-20,664301,RESPV6,6000,90055010,89317390
STEP Aire,SARS-N2,2025-10-21,NA,NA,NA,NA,89686200
STEP Aire,SARS-N2,2025-10-22,NA,NA,NA,NA,85522120
STEP Aire,SARS-N2,2025-10-23,NA,NA,NA,NA,65624437
STEP Aire,SARS-N2,2025-10-24,664301,RESPV6,6000,132639640,50184630
STEP Aire,SARS-N2,2025-10-25,664301,RESPV6,6000,41193864,43223044
STEP Aire,SARS-N2,2025-10-26,664301,RESPV6,6000,28098406,43223044
STEP Aire,SARS-N2,2025-10-27,664301,RESPV6,6000,59175396,43223044
STEP Aire,SARS-N2,2025-10-28,664301,RESPV6,6000,43223044,42208454
